Date,Pond_ID,AMMONIA_mg_L,DO_mg_L,PH,TEMP_C
2021-01-31,Station_B,0.29,5.62,7.8,29.1
2021-01-31,Station_C,0.22,6.89,7.8,29.1
2021-02-01,Station_A,0.37,6.82,7.6,29.7
2021-02-01,Station_B,0.34,5.4,8.1,29.4
2021-02-01,Station_C,0.39,5.1,7.6,28.2
2021-02-02,Station_A,0.29,5.03,8.2,26.2
2021-02-02,Station_B,0.1,6.13,8.2,28.7
2021-02-02,Station_C,0.1,6.08,7.8,28.0
2021-02-03,Station_A,0.31,6.01,8.0,27.9
2021-02-03,Station_B,0.29,5.34,8.1,28.5
2021-02-03,Station_C,0.39,6.04,7.6,28.5
2021-02-04,Station_A,0.34,6.64,8.2,28.0
2021-02-04,Station_B,0.33,5.26,7.9,28.2
2021-02-04,Station_C,0.23,6.71,8.1,26.4
2021-02-05,Station_A,0.18,6.75,7.6,28.9
2021-02-05,Station_B,0.29,5.71,8.1,26.9
2021-02-05,Station_C,0.17,6.43,8.1,26.5
2021-02-06,Station_A,0.28,5.25,7.8,26.6
2021-02-06,Station_B,0.33,5.21,7.9,29.3
2021-02-06,Station_C,0.25,6.9,7.9,27.6
2021-02-07,Station_A,0.25,5.94,7.8,29.4
2021-02-07,Station_B,0.22,5.67,7.8,28.3
2021-02-07,Station_C,0.34,5.97,7.7,26.4
2021-02-08,Station_A,0.38,5.61,7.6,27.8
2021-02-08,Station_B,0.11,5.65,7.9,28.2
2021-02-08,Station_C,0.23,6.93,7.8,27.0
2021-02-09,Station_A,0.24,6.52,7.6,28.8
2021-02-09,Station_B,0.23,6.55,7.7,28.3
2021-02-09,Station_C,0.32,5.1,8.1,26.8
2021-02-10,Station_A,0.21,6.45,7.7,29.6
2021-02-10,Station_B,0.15,5.99,7.6,26.8
2021-02-10,Station_C,0.39,5.75,8.1,28.2
2021-02-11,Station_A,0.31,6.32,8.2,27.1
2021-02-11,Station_B,0.12,5.23,7.5,30.0
2021-02-11,Station_C,0.34,6.02,7.7,26.6
2021-02-12,Station_A,0.21,6.51,7.9,26.3
2021-02-12,Station_B,0.13,5.82,8.2,28.5
2021-02-12,Station_C,0.24,5.72,7.6,29.5
2021-02-13,Station_A,0.15,6.02,7.8,28.5
2021-02-13,Station_B,0.27,6.08,7.5,26.3
2021-02-13,Station_C,0.11,6.49,8.0,26.5
2021-02-14,Station_A,0.15,5.6,7.7,27.5
2021-02-14,Station_B,0.25,5.81,8.2,26.2
2021-02-14,Station_C,0.12,6.25,7.5,29.3
2021-02-15,Station_A,0.26,6.12,7.6,26.8
2021-02-15,Station_B,0.28,5.42,7.6,29.9
2021-02-15,Station_C,0.34,6.58,7.7,26.5
2021-02-16,Station_A,0.31,6.29,8.0,29.7
2021-02-16,Station_B,0.15,5.49,8.1,26.8
2021-02-16,Station_C,0.31,5.81,8.1,28.6
2021-02-17,Station_A,0.38,5.52,7.7,27.6
2021-02-17,Station_B,0.25,5.25,7.8,27.4
2021-02-17,Station_C,0.34,5.31,7.8,27.5
2021-02-18,Station_A,0.34,6.41,7.6,27.5
2021-02-18,Station_B,0.29,5.24,8.2,29.1
2021-02-18,Station_C,0.27,6.82,7.9,26.7
2021-02-19,Station_A,0.35,6.29,8.0,29.5
2021-02-19,Station_B,0.38,5.19,7.9,29.0
2021-02-19,Station_C,0.28,5.33,8.1,28.9
2021-02-20,Station_A,0.24,5.35,7.7,26.1
2021-02-20,Station_B,0.26,6.24,8.0,29.3
2021-02-20,Station_C,0.14,6.7,7.6,29.9
2021-02-21,Station_A,0.25,6.96,7.6,27.2
2021-02-21,Station_B,0.21,6.86,7.5,28.2
2021-02-21,Station_C,0.3,5.51,7.8,29.4
2021-02-22,Station_A,0.35,6.13,8.0,28.9
2021-02-22,Station_B,0.27,6.74,7.8,29.9
2021-02-22,Station_C,0.14,5.78,8.2,27.3
2021-02-23,Station_A,0.36,5.7,7.6,28.9
2021-02-23,Station_B,0.33,5.89,7.8,29.1
2021-02-23,Station_C,0.23,5.75,7.8,28.1
2021-02-24,Station_A,0.21,6.05,8.0,27.1
2021-02-24,Station_B,0.38,6.45,7.9,28.6
2021-02-24,Station_C,0.29,6.02,7.9,27.4
2021-02-25,Station_A,0.16,6.9,7.8,27.9
2021-02-25,Station_B,0.11,6.43,7.9,28.0
2021-02-25,Station_C,0.32,5.34,7.6,27.8
2021-02-26,Station_A,0.17,6.29,8.0,29.3
2021-02-26,Station_B,0.12,5.55,8.2,28.4
2021-02-26,Station_C,0.1,6.04,7.5,28.3
2021-02-27,Station_A,0.39,6.08,7.8,29.8
2021-02-27,Station_B,0.12,5.93,7.7,27.9
2021-02-27,Station_C,0.27,5.71,7.6,28.0
2021-02-28,Station_A,0.3,5.68,8.2,29.6
2021-02-28,Station_B,0.11,6.48,8.1,29.9
2021-02-28,Station_C,0.28,6.06,7.5,27.0
2021-03-01,Station_A,0.29,6.11,8.0,27.1
2021-03-01,Station_B,0.13,5.83,8.0,28.8
2021-03-01,Station_C,0.18,6.0,7.7,27.8
2021-03-02,Station_A,0.31,6.76,7.6,29.5
2021-03-02,Station_B,0.37,5.66,7.7,28.0
2021-03-02,Station_C,0.11,5.7,8.1,27.6
2021-03-03,Station_A,0.23,5.77,8.1,29.0
2021-03-03,Station_B,0.4,5.93,7.5,27.0
2021-03-03,Station_C,0.15,6.9,8.0,27.1
2021-03-04,Station_A,0.32,6.88,8.1,28.1
2021-03-04,Station_B,0.27,6.11,7.6,26.5
2021-03-04,Station_C,0.18,5.04,8.0,26.1
2021-03-05,Station_A,0.26,6.94,7.8,26.3
2021-03-05,Station_B,0.35,6.99,7.8,27.3
2021-03-05,Station_C,0.16,6.23,7.8,26.2
2021-03-06,Station_A,0.18,6.37,8.2,27.1
2021-03-06,Station_B,0.12,6.08,7.5,29.7
2021-03-06,Station_C,0.3,6.65,8.0,29.9
2021-03-07,Station_A,0.38,6.03,7.6,28.1
2021-03-07,Station_B,0.28,5.96,7.9,26.0
2021-03-07,Station_C,0.25,6.9,7.8,27.7
2021-03-08,Station_A,0.28,5.6,7.8,26.9
2021-03-08,Station_B,0.14,5.74,7.5,26.9
2021-03-08,Station_C,0.16,5.16,7.8,26.0
2021-03-09,Station_A,0.34,6.54,8.1,29.4
2021-03-09,Station_B,0.12,6.57,8.1,29.2
2021-03-09,Station_C,0.17,6.69,8.0,29.9
2021-03-10,Station_A,0.17,5.42,8.1,26.7
2021-03-10,Station_B,0.4,5.05,8.1,27.5
2021-03-10,Station_C,0.27,6.8,8.1,26.0
2021-03-11,Station_A,0.18,6.34,8.1,27.8
2021-03-11,Station_B,0.16,6.61,8.2,27.1
2021-03-11,Station_C,0.13,6.12,7.9,26.6
2021-03-12,Station_A,0.2,6.04,7.9,26.0
2021-03-12,Station_B,0.31,5.73,7.5,29.0
2021-03-12,Station_C,0.17,5.65,7.6,28.3
2021-03-13,Station_A,0.21,6.39,7.9,27.5
2021-03-13,Station_B,0.27,5.01,7.6,29.5
2021-03-13,Station_C,0.31,6.84,7.7,27.5
2021-03-14,Station_A,0.36,6.88,8.0,26.3
2021-03-14,Station_B,0.22,5.94,7.5,26.8
2021-03-14,Station_C,0.24,5.6,7.8,29.4
2021-03-15,Station_A,0.18,5.24,7.7,29.7
2021-03-15,Station_B,0.26,6.19,7.8,29.2
2021-03-15,Station_C,0.14,5.26,7.9,29.7
2021-03-16,Station_A,0.36,6.53,7.7,26.1
2021-03-16,Station_B,0.32,5.4,7.8,28.0
2021-03-16,Station_C,0.13,5.81,7.8,28.2
2021-03-17,Station_A,0.15,6.62,8.0,28.2
2021-03-17,Station_B,0.22,5.28,8.0,28.1
2021-03-17,Station_C,0.2,6.81,7.9,26.3
2021-03-18,Station_A,0.33,6.59,7.8,29.6
2021-03-18,Station_B,0.22,6.8,8.1,28.7
2021-03-18,Station_C,0.13,6.73,7.7,26.7
2021-03-19,Station_A,0.23,5.5,7.7,26.5
2021-03-19,Station_B,0.27,5.88,7.7,29.0
2021-03-19,Station_C,0.33,5.66,8.0,26.6
2021-03-20,Station_A,0.2,6.62,7.7,26.3
2021-03-20,Station_B,0.36,6.27,7.7,28.2
2021-03-20,Station_C,0.3,5.47,8.1,27.2
2021-03-21,Station_A,0.1,5.75,7.7,28.2
2021-03-21,Station_B,0.34,5.44,8.0,29.2
2021-03-21,Station_C,0.32,6.32,7.7,29.2
2021-03-22,Station_A,0.27,6.49,7.8,27.2
2021-03-22,Station_B,0.35,6.86,7.9,28.6
2021-03-22,Station_C,0.13,5.46,8.0,29.3
2021-03-23,Station_A,0.22,5.18,7.8,26.9
2021-03-23,Station_B,0.33,5.15,8.1,27.7
2021-03-23,Station_C,0.13,5.67,7.6,29.8
2021-03-24,Station_A,0.24,5.45,8.2,27.4
2021-03-24,Station_B,0.27,6.89,7.5,27.0
2021-03-24,Station_C,0.15,5.23,7.9,29.4
2021-03-25,Station_A,0.4,6.36,7.6,30.0
2021-03-25,Station_B,2.9,1.25,7.7,26.3
2021-03-25,Station_C,0.27,7.0,7.7,27.1
2021-03-26,Station_A,0.15,5.57,8.1,29.6
2021-03-26,Station_B,0.17,6.76,7.7,26.5
2021-03-26,Station_C,0.29,5.33,7.8,27.1
2021-03-27,Station_A,0.24,6.98,7.5,27.4
2021-03-27,Station_B,0.25,5.63,8.0,29.5
2021-03-27,Station_C,0.34,6.7,7.9,29.3
2021-03-28,Station_A,0.22,5.63,7.8,27.1
2021-03-28,Station_B,0.19,5.2,7.9,26.2
2021-03-28,Station_C,0.17,5.93,7.8,29.2
2021-03-29,Station_A,0.23,5.67,7.7,29.1
2021-03-29,Station_B,0.1,6.59,7.8,26.5
2021-03-29,Station_C,0.38,6.72,8.0,27.9
2021-03-30,Station_A,0.39,6.93,7.7,29.2
2021-03-30,Station_B,0.16,6.35,7.8,29.7
2021-03-30,Station_C,0.25,6.84,8.1,26.6
2021-03-31,Station_A,0.29,5.32,8.2,29.7
2021-03-31,Station_B,0.14,5.17,8.1,26.8
2021-03-31,Station_C,0.23,6.2,7.6,26.9
2021-04-01,Station_A,0.37,6.56,7.5,27.3
2021-04-01,Station_B,0.18,6.82,7.9,26.3
2021-04-01,Station_C,0.39,5.16,7.9,27.2
2021-04-02,Station_A,0.15,6.16,8.2,28.0
2021-04-02,Station_B,0.29,5.68,8.1,27.7
2021-04-02,Station_C,0.16,6.54,7.7,29.1
2021-04-03,Station_A,0.2,5.93,8.2,29.7
2021-04-03,Station_B,0.21,5.3,7.9,27.8
2021-04-03,Station_C,0.38,5.77,7.8,29.6
2021-04-04,Station_A,0.1,5.64,7.8,26.9
2021-04-04,Station_B,0.11,6.29,7.7,26.2
2021-04-04,Station_C,0.34,6.7,7.8,27.7
2021-04-05,Station_A,0.16,5.43,7.7,26.7
2021-04-05,Station_B,0.37,6.23,7.8,29.7
2021-04-05,Station_C,0.16,6.13,7.9,26.2
2021-04-06,Station_A,0.29,6.4,7.9,27.3
2021-04-06,Station_B,0.23,5.26,8.2,27.9
2021-04-06,Station_C,0.33,6.0,7.7,29.2
2021-04-07,Station_A,0.3,5.09,7.9,29.1
2021-04-07,Station_B,0.17,6.76,7.5,29.0
2021-04-07,Station_C,0.23,5.01,8.1,27.4
2021-04-08,Station_A,0.3,6.41,8.2,28.1
2021-04-08,Station_B,0.39,6.28,7.7,26.5
2021-04-08,Station_C,0.21,6.32,7.8,26.8
2021-04-09,Station_A,0.12,5.83,7.9,27.7
2021-04-09,Station_B,0.35,6.54,7.5,26.8
2021-04-09,Station_C,0.38,6.67,8.1,27.2
2021-04-10,Station_A,0.24,5.31,7.5,29.8
2021-04-10,Station_B,0.17,5.17,8.1,28.3
2021-04-10,Station_C,0.37,5.69,7.9,26.2
2021-04-11,Station_A,0.35,6.53,7.7,27.5
2021-04-11,Station_B,0.1,5.48,7.6,27.0
2021-04-11,Station_C,0.18,5.38,7.9,29.5
2021-04-12,Station_A,0.12,5.71,8.0,28.2
2021-04-12,Station_B,0.39,6.59,7.9,28.0
2021-04-12,Station_C,0.4,5.77,7.6,28.7
2021-04-13,Station_A,0.28,6.17,7.8,29.3
2021-04-13,Station_B,0.23,6.08,8.0,29.1
2021-04-13,Station_C,0.29,5.3,8.2,27.5
2021-04-14,Station_A,0.11,5.41,7.8,29.5
2021-04-14,Station_B,0.38,5.97,7.8,26.5
2021-04-14,Station_C,0.17,6.8,8.1,29.8
2021-04-15,Station_A,0.3,6.56,7.6,28.4
2021-04-15,Station_B,0.25,5.31,7.6,27.5
2021-04-15,Station_C,0.29,5.15,7.9,26.7
2021-04-16,Station_A,0.29,6.11,8.0,27.3
2021-04-16,Station_B,0.23,5.97,8.0,26.1
2021-04-16,Station_C,0.29,5.62,7.6,26.4
2021-04-17,Station_A,0.31,5.25,7.7,28.4
2021-04-17,Station_B,0.11,5.47,8.1,26.0
2021-04-17,Station_C,0.39,6.23,7.7,26.3
2021-04-18,Station_A,0.17,6.76,7.8,28.9
2021-04-18,Station_B,0.22,5.38,7.9,29.6
2021-04-18,Station_C,0.12,6.39,7.9,29.6
2021-04-19,Station_A,0.26,6.76,7.8,27.9
2021-04-19,Station_B,0.18,5.65,8.2,27.1
2021-04-19,Station_C,0.3,5.32,7.8,29.0
2021-04-20,Station_A,0.29,6.34,7.6,29.8
2021-04-20,Station_B,0.33,5.53,8.2,28.9
2021-04-20,Station_C,0.17,5.89,7.9,29.1
2021-04-21,Station_A,0.39,6.78,7.7,29.3
2021-04-21,Station_B,0.24,5.63,7.9,28.9
2021-04-21,Station_C,0.29,6.4,8.0,26.2
2021-04-22,Station_A,0.24,5.52,7.7,27.9
2021-04-22,Station_B,0.21,6.5,7.6,27.9
2021-04-22,Station_C,0.33,5.42,7.9,26.9
2021-04-23,Station_A,0.33,6.54,7.7,29.7
2021-04-23,Station_B,0.21,6.0,7.9,28.2
2021-04-23,Station_C,0.25,5.35,8.1,28.2
2021-04-24,Station_A,0.33,6.86,8.2,27.5
2021-04-24,Station_B,0.26,5.23,8.2,26.7
2021-04-24,Station_C,0.22,5.77,8.1,27.8
2021-04-25,Station_A,0.18,6.02,7.6,28.4
2021-04-25,Station_B,0.31,6.88,8.1,29.8
2021-04-25,Station_C,0.14,5.6,8.1,29.9
2021-04-26,Station_A,0.13,6.89,7.8,26.0
2021-04-26,Station_B,0.11,6.09,7.7,27.9
2021-04-26,Station_C,0.36,6.32,7.8,29.3
2021-04-27,Station_A,0.14,6.06,7.7,26.2
2021-04-27,Station_B,0.36,5.33,8.1,29.4
2021-04-27,Station_C,0.18,6.81,7.7,28.2
2021-04-28,Station_A,0.11,6.44,7.8,27.0
2021-04-28,Station_B,0.3,5.0,8.1,26.3
2021-04-28,Station_C,0.22,5.97,7.7,27.3
2021-04-29,Station_A,0.29,5.05,7.8,29.5
2021-04-29,Station_B,0.13,6.52,7.9,28.3
2021-04-29,Station_C,0.14,6.25,7.6,28.0
2021-04-30,Station_A,0.19,6.9,8.1,28.9
2021-04-30,Station_B,0.13,5.99,7.6,29.9
2021-04-30,Station_C,0.25,5.73,7.9,26.5
2021-05-01,Station_A,0.18,6.78,7.5,29.7
2021-05-01,Station_B,0.19,6.58,7.5,29.9
2021-05-01,Station_C,0.19,5.73,7.5,30.0
2021-05-02,Station_A,0.3,5.89,8.2,27.0
2021-05-02,Station_B,0.24,6.41,7.5,26.8
2021-05-02,Station_C,0.32,5.38,7.9,26.9
2021-05-03,Station_A,0.38,6.04,7.7,26.9
2021-05-03,Station_B,0.18,6.31,7.9,29.8
2021-05-03,Station_C,0.31,5.98,7.9,27.1
2021-05-04,Station_A,0.24,6.41,8.2,27.3
2021-05-04,Station_B,0.25,6.09,7.6,29.0
2021-05-04,Station_C,0.38,5.39,8.1,28.8
2021-05-05,Station_A,0.26,6.7,7.8,27.5
2021-05-05,Station_B,0.27,5.38,8.1,28.7
2021-05-05,Station_C,0.13,6.21,7.6,26.3
2021-05-06,Station_A,0.22,6.18,7.6,27.7
2021-05-06,Station_B,0.4,6.12,8.0,27.3
2021-05-06,Station_C,0.39,5.57,7.8,28.6
2021-05-07,Station_A,0.34,6.07,7.7,26.2
2021-05-07,Station_B,0.37,6.37,7.7,26.3
2021-05-07,Station_C,0.27,5.81,7.8,26.9
2021-05-08,Station_A,0.39,5.35,7.9,27.7
2021-05-08,Station_B,0.18,6.65,7.8,28.2
2021-05-08,Station_C,0.15,5.17,8.0,26.8
2021-05-09,Station_A,0.22,5.83,7.8,27.5
2021-05-09,Station_B,0.19,6.33,8.0,27.1
2021-05-09,Station_C,0.16,5.42,7.5,29.6
2021-05-10,Station_A,0.17,5.56,7.6,28.6
2021-05-10,Station_B,0.14,6.29,7.7,28.8
2021-05-10,Station_C,0.18,6.3,7.6,28.1
2021-05-11,Station_A,0.18,6.21,8.1,30.0
2021-05-11,Station_B,0.22,5.45,7.7,27.9
2021-05-11,Station_C,0.37,5.74,7.8,27.5
2021-05-12,Station_A,0.3,6.23,7.7,29.3
2021-05-12,Station_B,0.36,6.03,7.8,28.0
2021-05-12,Station_C,0.1,6.74,7.8,27.4
2021-05-13,Station_A,0.23,5.99,7.8,28.7
2021-05-13,Station_B,0.39,6.2,8.1,26.4
2021-05-13,Station_C,0.2,6.14,8.1,26.3
2021-05-14,Station_A,0.36,5.43,8.0,28.2
2021-05-14,Station_B,0.14,5.26,7.9,29.8
2021-05-14,Station_C,0.2,6.21,8.2,29.3
2021-05-15,Station_A,0.11,5.23,7.9,29.3
2021-05-15,Station_B,0.17,6.57,7.5,27.5
2021-05-15,Station_C,0.27,6.46,7.7,28.5
2021-05-16,Station_A,0.26,6.28,7.7,26.3
2021-05-16,Station_B,0.17,6.0,8.1,28.8
2021-05-16,Station_C,0.21,5.81,7.8,26.8
2021-05-17,Station_A,0.28,6.98,7.6,26.2
2021-05-17,Station_B,0.18,6.66,8.0,29.8
2021-05-17,Station_C,0.3,5.93,7.9,27.8
2021-05-18,Station_A,0.25,6.06,8.1,28.9
2021-05-18,Station_B,0.13,6.44,7.9,29.6
2021-05-18,Station_C,0.12,6.64,7.5,27.5
2021-05-19,Station_A,0.14,6.49,7.5,26.7
2021-05-19,Station_B,0.31,6.83,8.0,28.7
2021-05-19,Station_C,0.1,5.24,7.9,28.7
2021-05-20,Station_A,0.32,6.04,7.6,26.8
2021-05-20,Station_B,0.32,6.79,7.6,30.0
2021-05-20,Station_C,0.1,6.99,7.7,28.7
2021-05-21,Station_A,0.27,6.81,7.7,28.7
2021-05-21,Station_B,0.29,5.67,7.6,27.3
2021-05-21,Station_C,0.37,5.79,7.7,27.8
2021-05-22,Station_A,0.32,6.94,7.8,29.4
2021-05-22,Station_B,0.15,6.38,7.9,28.6
2021-05-22,Station_C,0.23,6.8,8.0,28.0
2021-05-23,Station_A,0.2,6.97,8.0,26.2
2021-05-23,Station_B,0.29,5.11,7.5,27.8
2021-05-23,Station_C,0.23,5.53,7.6,28.8
2021-05-24,Station_A,0.16,5.64,7.9,26.3
2021-05-24,Station_B,0.12,6.62,8.0,29.0
2021-05-24,Station_C,0.3,5.95,7.9,26.2
2021-05-25,Station_A,0.33,6.0,7.8,27.1
2021-05-25,Station_B,0.31,6.74,7.7,29.1
2021-05-25,Station_C,0.36,6.06,7.9,28.3
2021-05-26,Station_A,0.39,5.15,7.5,29.8
2021-05-26,Station_B,0.28,5.96,7.6,29.1
2021-05-26,Station_C,0.19,5.61,8.1,26.3
2021-05-27,Station_A,0.18,6.19,8.2,28.7
2021-05-27,Station_B,0.31,5.69,7.7,30.0
2021-05-27,Station_C,0.29,5.71,7.5,26.1
2021-05-28,Station_A,0.33,6.07,8.1,26.1
2021-05-28,Station_B,0.17,5.89,7.6,29.8
2021-05-28,Station_C,0.38,5.85,8.2,28.2
2021-05-29,Station_A,0.1,6.5,8.1,26.6
2021-05-29,Station_B,0.23,6.87,7.9,28.1
2021-05-29,Station_C,0.1,6.62,7.6,28.5
2021-05-30,Station_A,0.16,6.33,7.6,28.4
2021-05-30,Station_B,0.32,5.6,7.8,28.4
2021-05-30,Station_C,0.32,5.61,8.0,26.6
2021-05-31,Station_A,0.14,5.85,7.7,29.0
2021-05-31,Station_B,0.36,6.78,7.6,28.5
2021-05-31,Station_C,0.22,6.43,8.0,28.5
2021-06-01,Station_A,0.21,5.21,8.0,28.0
2021-06-01,Station_B,0.17,5.65,7.7,26.1
2021-06-01,Station_C,0.34,6.79,7.9,27.8
2021-06-02,Station_A,0.36,5.03,8.2,28.0
2021-06-02,Station_B,0.38,5.05,7.9,28.2
2021-06-02,Station_C,0.23,6.3,8.0,26.0
2021-06-03,Station_A,0.15,5.47,7.7,26.2
2021-06-03,Station_B,0.4,5.63,7.6,26.4
2021-06-03,Station_C,0.36,5.51,7.5,26.9
2021-06-04,Station_A,0.13,5.86,7.7,28.1
2021-06-04,Station_B,0.38,6.81,7.9,27.4
2021-06-04,Station_C,0.22,6.46,7.8,29.4
2021-06-05,Station_A,0.2,6.12,7.6,26.8
2021-06-05,Station_B,0.16,6.75,7.6,27.8
2021-06-05,Station_C,0.31,5.77,8.1,28.3
2021-06-06,Station_A,0.12,5.93,8.1,28.5
2021-06-06,Station_B,0.25,5.24,7.5,27.2
2021-06-06,Station_C,0.34,5.59,7.8,27.7
2021-06-07,Station_A,0.17,5.27,7.6,26.2
2021-06-07,Station_B,0.1,6.25,7.7,29.9
2021-06-07,Station_C,0.2,5.72,7.5,29.4
2021-06-08,Station_A,0.38,6.78,7.9,28.2
2021-06-08,Station_B,0.22,6.29,7.5,26.2
2021-06-08,Station_C,0.26,6.78,7.6,29.3
2021-06-09,Station_A,0.22,5.63,7.8,26.6
2021-06-09,Station_B,0.34,5.88,7.8,29.4
2021-06-09,Station_C,0.25,5.52,8.1,28.3
2021-06-10,Station_A,0.18,6.61,7.5,30.0
2021-06-10,Station_B,0.34,5.79,7.8,29.5
2021-06-10,Station_C,0.26,5.1,7.5,27.0
2021-06-11,Station_A,0.14,5.23,7.8,28.6
2021-06-11,Station_B,0.15,5.16,8.2,27.0
2021-06-11,Station_C,0.36,6.55,7.6,29.3
2021-06-12,Station_A,0.28,5.67,7.7,26.5
2021-06-12,Station_B,0.28,5.72,7.8,27.5
2021-06-12,Station_C,0.37,5.33,7.8,26.6
2021-06-13,Station_A,0.32,6.86,7.7,29.8
2021-06-13,Station_B,0.28,5.11,8.1,28.1
2021-06-13,Station_C,0.35,5.3,7.5,29.5
2021-06-14,Station_A,0.14,5.94,7.9,26.1
2021-06-14,Station_B,0.11,5.84,8.1,29.9
2021-06-14,Station_C,0.15,6.81,7.9,26.6
2021-06-15,Station_A,0.33,6.46,8.0,26.8
2021-06-15,Station_B,0.31,5.44,7.8,29.1
2021-06-15,Station_C,0.24,6.58,8.1,28.6
2021-06-16,Station_A,0.18,5.63,7.6,27.1
2021-06-16,Station_B,0.24,6.82,7.6,28.9
2021-06-16,Station_C,0.13,6.85,7.9,27.5
2021-06-17,Station_A,0.18,6.39,7.5,29.4
2021-06-17,Station_B,0.29,5.44,8.0,29.1
2021-06-17,Station_C,0.29,5.91,8.1,28.0
2021-06-18,Station_A,0.34,5.82,7.7,27.6
2021-06-18,Station_B,0.17,6.05,8.1,27.4
2021-06-18,Station_C,0.17,5.22,8.1,26.4
2021-06-19,Station_A,0.36,5.69,8.2,29.9
2021-06-19,Station_B,0.11,6.41,7.8,26.4
2021-06-19,Station_C,0.11,6.74,7.6,26.5
2021-06-20,Station_A,0.39,6.39,8.1,27.6
2021-06-20,Station_B,0.17,5.96,7.9,28.5
2021-06-20,Station_C,0.38,5.34,8.2,26.1
2021-06-21,Station_A,0.2,5.9,7.9,27.7
2021-06-21,Station_B,0.32,6.37,8.1,27.0
2021-06-21,Station_C,0.28,5.74,7.8,27.3
2021-06-22,Station_A,0.16,5.21,8.0,28.6
2021-06-22,Station_B,0.32,5.1,8.1,29.5
2021-06-22,Station_C,0.28,6.95,7.9,29.6
2021-06-23,Station_A,0.16,5.88,7.9,29.3
2021-06-23,Station_B,0.22,5.09,8.1,28.4
2021-06-23,Station_C,0.25,6.48,8.0,28.0
2021-06-24,Station_A,0.39,6.33,7.8,27.1
2021-06-24,Station_B,0.17,5.34,7.9,27.2
2021-06-24,Station_C,0.14,6.31,7.7,26.0
2021-06-25,Station_A,0.38,6.73,7.7,29.1
2021-06-25,Station_B,0.39,5.75,8.0,26.3
2021-06-25,Station_C,0.39,6.08,7.7,26.5
2021-06-26,Station_A,0.29,5.75,8.2,26.1
2021-06-26,Station_B,0.38,5.64,7.7,28.1
2021-06-26,Station_C,0.13,6.89,8.1,26.7
2021-06-27,Station_A,0.22,5.8,8.0,29.9
2021-06-27,Station_B,0.23,5.96,7.8,27.5
2021-06-27,Station_C,0.31,5.87,7.6,29.3
2021-06-28,Station_A,0.25,5.6,7.9,27.2
2021-06-28,Station_B,0.32,5.08,7.6,26.0
2021-06-28,Station_C,0.12,6.99,7.7,26.6
2021-06-29,Station_A,0.38,6.04,7.8,29.5
2021-06-29,Station_B,0.2,5.41,7.8,27.3
2021-06-29,Station_C,0.19,6.15,7.5,26.8
2021-06-30,Station_A,0.38,5.75,8.0,27.0
2021-06-30,Station_B,0.12,5.61,7.6,26.7
2021-06-30,Station_C,0.1,6.12,7.8,28.0
2021-07-01,Station_A,0.19,5.59,8.0,29.5
2021-07-01,Station_B,0.13,6.8,7.7,28.2
2021-07-01,Station_C,0.14,6.18,7.9,26.8
2021-07-02,Station_A,0.34,6.18,7.6,28.2
2021-07-02,Station_B,0.34,6.26,7.6,28.8
2021-07-02,Station_C,0.11,5.82,7.7,28.7
2021-07-03,Station_A,0.28,6.83,8.1,29.7
2021-07-03,Station_B,0.1,6.25,7.8,29.4
2021-07-03,Station_C,0.39,6.23,8.1,26.3
2021-07-04,Station_A,0.33,5.04,8.1,26.1
2021-07-04,Station_B,0.21,6.22,8.0,27.4
2021-07-04,Station_C,0.12,6.18,7.9,29.0
2021-07-05,Station_A,0.23,5.8,7.5,27.3
2021-07-05,Station_B,0.36,5.66,7.9,29.4
2021-07-05,Station_C,0.11,5.15,7.9,29.9
2021-07-06,Station_A,0.12,5.38,8.0,29.4
2021-07-06,Station_B,0.29,5.06,8.1,29.2
2021-07-06,Station_C,0.31,5.43,7.5,26.8
2021-07-07,Station_A,0.2,5.84,7.9,27.9
2021-07-07,Station_B,0.11,6.21,7.8,27.2
2021-07-07,Station_C,0.32,6.72,7.8,26.5
2021-07-08,Station_A,0.16,5.88,7.5,29.3
2021-07-08,Station_B,0.37,6.73,7.8,29.0
2021-07-08,Station_C,0.34,5.86,8.1,27.8
2021-07-09,Station_A,0.25,5.93,8.0,29.3
2021-07-09,Station_B,0.15,5.94,8.2,29.0
2021-07-09,Station_C,0.11,5.94,8.0,29.3
2021-07-10,Station_A,0.36,6.1,7.6,27.3
2021-07-10,Station_B,0.26,5.1,7.6,29.3
2021-07-10,Station_C,0.17,5.91,7.9,29.1
2021-07-11,Station_A,0.34,6.24,7.6,26.6
2021-07-11,Station_B,0.22,6.49,7.9,27.6
2021-07-11,Station_C,0.17,6.15,7.8,28.1
2021-07-12,Station_A,0.3,6.71,7.7,28.0
2021-07-12,Station_B,0.2,6.19,7.6,28.4
2021-07-12,Station_C,0.39,6.43,8.1,28.8
2021-07-13,Station_A,0.23,6.72,8.2,28.0
2021-07-13,Station_B,2.48,0.96,7.8,26.8
2021-07-13,Station_C,0.21,5.9,8.2,27.4
2021-07-14,Station_A,0.14,5.1,8.0,28.3
2021-07-14,Station_B,0.14,6.14,7.7,26.9
2021-07-14,Station_C,0.14,5.62,7.6,29.9
2021-07-15,Station_A,0.14,5.4,7.9,26.3
2021-07-15,Station_B,0.39,5.49,7.8,26.1
2021-07-15,Station_C,0.22,5.54,7.6,28.6
2021-07-16,Station_A,0.15,6.38,7.9,29.4
